epitope	well	pos	truth	total	fracPosInPosWells	fracPosInNegWells	fracPos	truthState	cp	cycle	row	col
EGFP	B08	8476	9332	9332	0.90827261037291	0.90827261037291	0.90827261037291	TRUE	cycle1.ch1	cycle1	B	8
EGFP	B11	5159	6103	6103	0.845321972800262	0.845321972800262	0.845321972800262	TRUE	cycle1.ch1	cycle1	B	11
EGFP	C08	9254	10771	10771	0.859158852474236	0.859158852474236	0.859158852474236	TRUE	cycle1.ch1	cycle1	C	8
EGFP	C11	1815	2348	2348	0.772998296422487	0.772998296422487	0.772998296422487	TRUE	cycle1.ch1	cycle1	C	11
EGFP	D08	4084	5554	5554	0.73532589124955	0.73532589124955	0.73532589124955	TRUE	cycle1.ch1	cycle1	D	8
EGFP	D11	1584	2310	2310	0.685714285714286	0.685714285714286	0.685714285714286	TRUE	cycle1.ch1	cycle1	D	11
EGFP	E08	12	18	18	0.666666666666667	0.666666666666667	0.666666666666667	TRUE	cycle1.ch1	cycle1	E	8
EGFP	E11	163	239	239	0.682008368200837	0.682008368200837	0.682008368200837	TRUE	cycle1.ch1	cycle1	E	11
EGFP	F08	4450	5026	5026	0.885395941106248	0.885395941106248	0.885395941106248	TRUE	cycle1.ch1	cycle1	F	8
EGFP	F11	6709	7653	7653	0.876649679864106	0.876649679864106	0.876649679864106	TRUE	cycle1.ch1	cycle1	F	11
EGFP	G08	6875	7417	7417	0.926924632600782	0.926924632600782	0.926924632600782	TRUE	cycle1.ch1	cycle1	G	8
EGFP	G11	1162	1396	1396	0.832378223495702	0.832378223495702	0.832378223495702	TRUE	cycle1.ch1	cycle1	G	11
EGFP	A09	6203	14463	14463	0.42888750604992	0.42888750604992	0.42888750604992	TRUE	cycle1.ch1	cycle1	A	9
EGFP	A12	2787	8666	8666	0.321601661666282	0.321601661666282	0.321601661666282	TRUE	cycle1.ch1	cycle1	A	12
EGFP	B09	4902	5499	5499	0.891434806328423	0.891434806328423	0.891434806328423	TRUE	cycle1.ch1	cycle1	B	9
EGFP	B12	4059	4756	4756	0.853448275862069	0.853448275862069	0.853448275862069	TRUE	cycle1.ch1	cycle1	B	12
EGFP	C09	143	145	145	0.986206896551724	0.986206896551724	0.986206896551724	TRUE	cycle1.ch1	cycle1	C	9
EGFP	C12	147	152	152	0.967105263157895	0.967105263157895	0.967105263157895	TRUE	cycle1.ch1	cycle1	C	12
EGFP	D09	4050	4610	4610	0.878524945770065	0.878524945770065	0.878524945770065	TRUE	cycle1.ch1	cycle1	D	9
EGFP	D12	3676	4576	4576	0.803321678321678	0.803321678321678	0.803321678321678	TRUE	cycle1.ch1	cycle1	D	12
EGFP	G12	68	70	70	0.971428571428571	0.971428571428571	0.971428571428571	TRUE	cycle1.ch1	cycle1	G	12
EGFP	H11	0	48	48	0	0	0	FALSE	cycle1.ch1	cycle1	H	11
EGFP	H07	0	251	251	0	0	0	FALSE	cycle1.ch1	cycle1	H	7
EGFP	H08	0	40	40	0	0	0	FALSE	cycle1.ch1	cycle1	H	8
FLAG	A10	5877	6668	6733	0.881373725254949	0.872864993316501	0.881373725254949	TRUE	cycle3.ch2	cycle3	A	10
FLAG	A07	6323	7368	7430	0.858170466883822	0.851009421265141	0.858170466883822	TRUE	cycle3.ch2	cycle3	A	7
FLAG	B07	5594	6822	6845	0.819994136616828	0.817238860482104	0.819994136616828	TRUE	cycle3.ch2	cycle3	B	7
FLAG	B10	8169	10165	10202	0.80363994097393	0.800725347970986	0.80363994097393	TRUE	cycle3.ch2	cycle3	B	10
FLAG	C10	0	0	126	NA	0	0	FALSE	cycle3.ch2	cycle3	C	10
FLAG	C07	0	0	124	NA	0	0	FALSE	cycle3.ch2	cycle3	C	7
FLAG	D07	5042	5932	6015	0.849966284558328	0.838237738985869	0.849966284558328	TRUE	cycle3.ch2	cycle3	D	7
FLAG	D10	4388	5989	6071	0.732676573718484	0.722780431559875	0.732676573718484	TRUE	cycle3.ch2	cycle3	D	10
FLAG	E07	6	0	6092	Inf	0.000984898227183191	0.000984898227183191	FALSE	cycle3.ch2	cycle3	E	7
FLAG	E10	12	0	7096	Inf	0.00169109357384442	0.00169109357384442	FALSE	cycle3.ch2	cycle3	E	10
FLAG	F07	7896	8139	8221	0.970143752303723	0.960467096460285	0.970143752303723	TRUE	cycle3.ch2	cycle3	F	7
FLAG	F10	7720	8057	8151	0.958173017252079	0.94712305238621	0.958173017252079	TRUE	cycle3.ch2	cycle3	F	10
FLAG	G07	25	0	225	Inf	0.111111111111111	0.111111111111111	FALSE	cycle3.ch2	cycle3	G	7
FLAG	A08	18	0	7644	Inf	0.00235478806907378	0.00235478806907378	FALSE	cycle3.ch2	cycle3	A	8
FLAG	A11	19	0	6551	Inf	0.0029003205617463	0.0029003205617463	FALSE	cycle3.ch2	cycle3	A	11
FLAG	B08	8469	9256	9332	0.914974070872947	0.907522503214745	0.914974070872947	TRUE	cycle3.ch2	cycle3	B	8
FLAG	B11	5156	6051	6103	0.852090563543216	0.844830411273144	0.852090563543216	TRUE	cycle3.ch2	cycle3	B	11
FLAG	C08	6	0	10771	Inf	0.000557051341565314	0.000557051341565314	FALSE	cycle3.ch2	cycle3	C	8
FLAG	C11	1	0	2348	Inf	0.000425894378194208	0.000425894378194208	FALSE	cycle3.ch2	cycle3	C	11
FLAG	D08	11	0	5554	Inf	0.00198055455527548	0.00198055455527548	FALSE	cycle3.ch2	cycle3	D	8
FLAG	D11	2	0	2310	Inf	0.000865800865800866	0.000865800865800866	FALSE	cycle3.ch2	cycle3	D	11
FLAG	E08	1	0	18	Inf	0.0555555555555556	0.0555555555555556	FALSE	cycle3.ch2	cycle3	E	8
FLAG	E11	10	0	239	Inf	0.0418410041841004	0.0418410041841004	FALSE	cycle3.ch2	cycle3	E	11
FLAG	F08	24	0	5026	Inf	0.00477516912057302	0.00477516912057302	FALSE	cycle3.ch2	cycle3	F	8
FLAG	F11	49	0	7653	Inf	0.00640271788840977	0.00640271788840977	FALSE	cycle3.ch2	cycle3	F	11
FLAG	G08	6871	7344	7417	0.935593681917211	0.92638533099636	0.935593681917211	TRUE	cycle3.ch2	cycle3	G	8
FLAG	G11	1161	1370	1396	0.847445255474453	0.831661891117478	0.847445255474453	TRUE	cycle3.ch2	cycle3	G	11
FLAG	A09	79	0	14463	Inf	0.00546221392518841	0.00546221392518841	FALSE	cycle3.ch2	cycle3	A	9
FLAG	A12	36	0	8666	Inf	0.00415416570505424	0.00415416570505424	FALSE	cycle3.ch2	cycle3	A	12
FLAG	B09	4898	5419	5499	0.903856800147629	0.890707401345699	0.903856800147629	TRUE	cycle3.ch2	cycle3	B	9
FLAG	B12	4056	4670	4756	0.868522483940043	0.852817493692178	0.868522483940043	TRUE	cycle3.ch2	cycle3	B	12
FLAG	C09	143	145	145	0.986206896551724	0.986206896551724	0.986206896551724	TRUE	cycle3.ch2	cycle3	C	9
FLAG	C12	147	152	152	0.967105263157895	0.967105263157895	0.967105263157895	TRUE	cycle3.ch2	cycle3	C	12
FLAG	D09	8	0	4610	Inf	0.0017353579175705	0.0017353579175705	FALSE	cycle3.ch2	cycle3	D	9
FLAG	D12	6	0	4576	Inf	0.00131118881118881	0.00131118881118881	FALSE	cycle3.ch2	cycle3	D	12
FLAG	G12	68	70	70	0.971428571428571	0.971428571428571	0.971428571428571	TRUE	cycle3.ch2	cycle3	G	12
FLAG	H11	0	0	48	NA	0	0	FALSE	cycle3.ch2	cycle3	H	11
FLAG	H07	0	0	251	NA	0	0	FALSE	cycle3.ch2	cycle3	H	7
FLAG	H08	0	0	40	NA	0	0	FALSE	cycle3.ch2	cycle3	H	8
HA	A10	4	0	6733	Inf	0.000594088816278034	0.000594088816278034	FALSE	cycle2.ch3	cycle2	A	10
HA	A07	4	0	7430	Inf	0.00053835800807537	0.00053835800807537	FALSE	cycle2.ch3	cycle2	A	7
HA	B07	0	0	6845	NA	0	0	FALSE	cycle2.ch3	cycle2	B	7
HA	B10	1	0	10202	Inf	9.80199960792002e-05	9.80199960792002e-05	FALSE	cycle2.ch3	cycle2	B	10
HA	C10	0	0	126	NA	0	0	FALSE	cycle2.ch3	cycle2	C	10
HA	C07	0	0	124	NA	0	0	FALSE	cycle2.ch3	cycle2	C	7
HA	D07	0	0	6015	NA	0	0	FALSE	cycle2.ch3	cycle2	D	7
HA	D10	3	0	6071	Inf	0.00049415252841377	0.00049415252841377	FALSE	cycle2.ch3	cycle2	D	10
HA	E07	5376	5966	6092	0.901106268856856	0.882468811556139	0.901106268856856	TRUE	cycle2.ch3	cycle2	E	7
HA	E10	6210	6984	7096	0.889175257731959	0.875140924464487	0.889175257731959	TRUE	cycle2.ch3	cycle2	E	10
HA	F07	7889	8139	8221	0.969283695785723	0.959615618537891	0.969283695785723	TRUE	cycle2.ch3	cycle2	F	7
HA	F10	7715	8057	8151	0.95755243887303	0.946509630720157	0.95755243887303	TRUE	cycle2.ch3	cycle2	F	10
HA	G07	0	0	225	NA	0	0	FALSE	cycle2.ch3	cycle2	G	7
HA	A08	4894	7515	7644	0.651230871590153	0.640240711669283	0.651230871590153	TRUE	cycle2.ch3	cycle2	A	8
HA	A11	3937	6457	6551	0.609725878891126	0.600976950083957	0.609725878891126	TRUE	cycle2.ch3	cycle2	A	11
HA	B08	8466	9256	9332	0.914649956784788	0.907201028718388	0.914649956784788	TRUE	cycle2.ch3	cycle2	B	8
HA	B11	5154	6051	6103	0.851760039662866	0.844502703588399	0.851760039662866	TRUE	cycle2.ch3	cycle2	B	11
HA	C08	9228	10504	10771	0.878522467631379	0.856744963327453	0.878522467631379	TRUE	cycle2.ch3	cycle2	C	8
HA	C11	1809	2281	2348	0.79307321350285	0.770442930153322	0.79307321350285	TRUE	cycle2.ch3	cycle2	C	11
HA	D08	4059	5437	5554	0.746551407025933	0.730824630896651	0.746551407025933	TRUE	cycle2.ch3	cycle2	D	8
HA	D11	1576	2261	2310	0.69703670942061	0.682251082251082	0.69703670942061	TRUE	cycle2.ch3	cycle2	D	11
HA	E08	12	18	18	0.666666666666667	0.666666666666667	0.666666666666667	TRUE	cycle2.ch3	cycle2	E	8
HA	E11	162	233	239	0.695278969957081	0.677824267782427	0.695278969957081	TRUE	cycle2.ch3	cycle2	E	11
HA	F08	4423	4948	5026	0.893896523848019	0.880023875845603	0.893896523848019	TRUE	cycle2.ch3	cycle2	F	8
HA	F11	6642	7496	7653	0.88607257203842	0.867894943159545	0.88607257203842	TRUE	cycle2.ch3	cycle2	F	11
HA	G08	0	0	7417	NA	0	0	FALSE	cycle2.ch3	cycle2	G	8
HA	G11	0	0	1396	NA	0	0	FALSE	cycle2.ch3	cycle2	G	11
HA	A09	1	0	14463	Inf	6.91419484201065e-05	6.91419484201065e-05	FALSE	cycle2.ch3	cycle2	A	9
HA	A12	2	0	8666	Inf	0.000230786983614124	0.000230786983614124	FALSE	cycle2.ch3	cycle2	A	12
HA	B09	4898	5419	5499	0.903856800147629	0.890707401345699	0.903856800147629	TRUE	cycle2.ch3	cycle2	B	9
HA	B12	4052	4670	4756	0.867665952890792	0.851976450798991	0.867665952890792	TRUE	cycle2.ch3	cycle2	B	12
HA	C09	0	0	145	NA	0	0	FALSE	cycle2.ch3	cycle2	C	9
HA	C12	0	0	152	NA	0	0	FALSE	cycle2.ch3	cycle2	C	12
HA	D09	4044	4585	4610	0.882006543075245	0.877223427331887	0.882006543075245	TRUE	cycle2.ch3	cycle2	D	9
HA	D12	3672	4546	4576	0.8077430708315	0.802447552447552	0.8077430708315	TRUE	cycle2.ch3	cycle2	D	12
HA	G12	0	0	70	NA	0	0	FALSE	cycle2.ch3	cycle2	G	12
HA	H11	0	0	48	NA	0	0	FALSE	cycle2.ch3	cycle2	H	11
HA	H07	0	0	251	NA	0	0	FALSE	cycle2.ch3	cycle2	H	7
HA	H08	0	0	40	NA	0	0	FALSE	cycle2.ch3	cycle2	H	8
MYC	A10	0	0	6733	NA	0	0	FALSE	cycle4.ch2	cycle4	A	10
MYC	A07	0	0	7430	NA	0	0	FALSE	cycle4.ch2	cycle4	A	7
MYC	B07	1	0	6845	Inf	0.00014609203798393	0.00014609203798393	FALSE	cycle4.ch2	cycle4	B	7
MYC	B10	0	0	10202	NA	0	0	FALSE	cycle4.ch2	cycle4	B	10
MYC	C10	0	0	126	NA	0	0	FALSE	cycle4.ch2	cycle4	C	10
MYC	C07	0	0	124	NA	0	0	FALSE	cycle4.ch2	cycle4	C	7
MYC	D07	0	0	6015	NA	0	0	FALSE	cycle4.ch2	cycle4	D	7
MYC	D10	1	0	6071	Inf	0.000164717509471257	0.000164717509471257	FALSE	cycle4.ch2	cycle4	D	10
MYC	E07	0	0	6092	NA	0	0	FALSE	cycle4.ch2	cycle4	E	7
MYC	E10	0	0	7096	NA	0	0	FALSE	cycle4.ch2	cycle4	E	10
MYC	F07	7	0	8221	Inf	0.000851477922393869	0.000851477922393869	FALSE	cycle4.ch2	cycle4	F	7
MYC	F10	3	0	8151	Inf	0.000368052999631947	0.000368052999631947	FALSE	cycle4.ch2	cycle4	F	10
MYC	G07	0	0	225	NA	0	0	FALSE	cycle4.ch2	cycle4	G	7
MYC	A08	0	0	7644	NA	0	0	FALSE	cycle4.ch2	cycle4	A	8
MYC	A11	0	0	6551	NA	0	0	FALSE	cycle4.ch2	cycle4	A	11
MYC	B08	1	0	9332	Inf	0.000107158165452207	0.000107158165452207	FALSE	cycle4.ch2	cycle4	B	8
MYC	B11	0	0	6103	NA	0	0	FALSE	cycle4.ch2	cycle4	B	11
MYC	C08	0	0	10771	NA	0	0	FALSE	cycle4.ch2	cycle4	C	8
MYC	C11	0	0	2348	NA	0	0	FALSE	cycle4.ch2	cycle4	C	11
MYC	D08	0	0	5554	NA	0	0	FALSE	cycle4.ch2	cycle4	D	8
MYC	D11	0	0	2310	NA	0	0	FALSE	cycle4.ch2	cycle4	D	11
MYC	E08	0	0	18	NA	0	0	FALSE	cycle4.ch2	cycle4	E	8
MYC	E11	0	0	239	NA	0	0	FALSE	cycle4.ch2	cycle4	E	11
MYC	F08	0	0	5026	NA	0	0	FALSE	cycle4.ch2	cycle4	F	8
MYC	F11	0	0	7653	NA	0	0	FALSE	cycle4.ch2	cycle4	F	11
MYC	G08	0	0	7417	NA	0	0	FALSE	cycle4.ch2	cycle4	G	8
MYC	G11	0	0	1396	NA	0	0	FALSE	cycle4.ch2	cycle4	G	11
MYC	A09	0	0	14463	NA	0	0	FALSE	cycle4.ch2	cycle4	A	9
MYC	A12	0	0	8666	NA	0	0	FALSE	cycle4.ch2	cycle4	A	12
MYC	B09	0	0	5499	NA	0	0	FALSE	cycle4.ch2	cycle4	B	9
MYC	B12	0	0	4756	NA	0	0	FALSE	cycle4.ch2	cycle4	B	12
MYC	C09	143	145	145	0.986206896551724	0.986206896551724	0.986206896551724	TRUE	cycle4.ch2	cycle4	C	9
MYC	C12	145	152	152	0.953947368421053	0.953947368421053	0.953947368421053	TRUE	cycle4.ch2	cycle4	C	12
MYC	D09	4046	4585	4610	0.882442748091603	0.87765726681128	0.882442748091603	TRUE	cycle4.ch2	cycle4	D	9
MYC	D12	3671	4546	4576	0.807523097228333	0.802229020979021	0.807523097228333	TRUE	cycle4.ch2	cycle4	D	12
MYC	G12	0	0	70	NA	0	0	FALSE	cycle4.ch2	cycle4	G	12
MYC	H11	0	0	48	NA	0	0	FALSE	cycle4.ch2	cycle4	H	11
MYC	H07	0	0	251	NA	0	0	FALSE	cycle4.ch2	cycle4	H	7
MYC	H08	0	0	40	NA	0	0	FALSE	cycle4.ch2	cycle4	H	8
OLLAS	A10	5873	6668	6733	0.880773845230954	0.872270904500223	0.880773845230954	TRUE	cycle2.ch1	cycle2	A	10
OLLAS	A07	6276	7368	7430	0.851791530944625	0.844683714670256	0.851791530944625	TRUE	cycle2.ch1	cycle2	A	7
OLLAS	B07	0	0	6845	NA	0	0	FALSE	cycle2.ch1	cycle2	B	7
OLLAS	B10	0	0	10202	NA	0	0	FALSE	cycle2.ch1	cycle2	B	10
OLLAS	C10	82	124	126	0.661290322580645	0.650793650793651	0.661290322580645	TRUE	cycle2.ch1	cycle2	C	10
OLLAS	C07	87	121	124	0.71900826446281	0.701612903225806	0.71900826446281	TRUE	cycle2.ch1	cycle2	C	7
OLLAS	D07	5041	5932	6015	0.849797707349966	0.8380714879468	0.849797707349966	TRUE	cycle2.ch1	cycle2	D	7
OLLAS	D10	4387	5989	6071	0.732509600935048	0.722615714050404	0.732509600935048	TRUE	cycle2.ch1	cycle2	D	10
OLLAS	E07	5371	5966	6092	0.900268186389541	0.881648063033487	0.900268186389541	TRUE	cycle2.ch1	cycle2	E	7
OLLAS	E10	6206	6984	7096	0.888602520045819	0.874577226606539	0.888602520045819	TRUE	cycle2.ch1	cycle2	E	10
OLLAS	F07	0	0	8221	NA	0	0	FALSE	cycle2.ch1	cycle2	F	7
OLLAS	F10	0	0	8151	NA	0	0	FALSE	cycle2.ch1	cycle2	F	10
OLLAS	G07	0	0	225	NA	0	0	FALSE	cycle2.ch1	cycle2	G	7
OLLAS	A08	4880	7515	7644	0.649367930805057	0.638409209837781	0.649367930805057	TRUE	cycle2.ch1	cycle2	A	8
OLLAS	A11	3928	6457	6551	0.608332042744309	0.599603114028393	0.608332042744309	TRUE	cycle2.ch1	cycle2	A	11
OLLAS	B08	7	0	9332	Inf	0.000750107158165452	0.000750107158165452	FALSE	cycle2.ch1	cycle2	B	8
OLLAS	B11	2	0	6103	Inf	0.000327707684745207	0.000327707684745207	FALSE	cycle2.ch1	cycle2	B	11
OLLAS	C08	9252	10504	10771	0.880807311500381	0.858973168693715	0.880807311500381	TRUE	cycle2.ch1	cycle2	C	8
OLLAS	C11	1815	2281	2348	0.795703638754932	0.772998296422487	0.795703638754932	TRUE	cycle2.ch1	cycle2	C	11
OLLAS	D08	19	0	5554	Inf	0.0034209578682031	0.0034209578682031	FALSE	cycle2.ch1	cycle2	D	8
OLLAS	D11	8	0	2310	Inf	0.00346320346320346	0.00346320346320346	FALSE	cycle2.ch1	cycle2	D	11
OLLAS	E08	0	0	18	NA	0	0	FALSE	cycle2.ch1	cycle2	E	8
OLLAS	E11	0	0	239	NA	0	0	FALSE	cycle2.ch1	cycle2	E	11
OLLAS	F08	0	0	5026	NA	0	0	FALSE	cycle2.ch1	cycle2	F	8
OLLAS	F11	1	0	7653	Inf	0.000130667712008363	0.000130667712008363	FALSE	cycle2.ch1	cycle2	F	11
OLLAS	G08	0	0	7417	NA	0	0	FALSE	cycle2.ch1	cycle2	G	8
OLLAS	G11	0	0	1396	NA	0	0	FALSE	cycle2.ch1	cycle2	G	11
OLLAS	A09	6098	14252	14463	0.427869772663486	0.421627601465809	0.427869772663486	TRUE	cycle2.ch1	cycle2	A	9
OLLAS	A12	2750	8569	8666	0.320924261874198	0.317332102469421	0.320924261874198	TRUE	cycle2.ch1	cycle2	A	12
OLLAS	B09	4900	5419	5499	0.904225871932091	0.891071103837061	0.904225871932091	TRUE	cycle2.ch1	cycle2	B	9
OLLAS	B12	4056	4670	4756	0.868522483940043	0.852817493692178	0.868522483940043	TRUE	cycle2.ch1	cycle2	B	12
OLLAS	C09	0	0	145	NA	0	0	FALSE	cycle2.ch1	cycle2	C	9
OLLAS	C12	0	0	152	NA	0	0	FALSE	cycle2.ch1	cycle2	C	12
OLLAS	D09	1	0	4610	Inf	0.000216919739696312	0.000216919739696312	FALSE	cycle2.ch1	cycle2	D	9
OLLAS	D12	0	0	4576	NA	0	0	FALSE	cycle2.ch1	cycle2	D	12
OLLAS	G12	2	0	70	Inf	0.0285714285714286	0.0285714285714286	FALSE	cycle2.ch1	cycle2	G	12
OLLAS	H11	0	0	48	NA	0	0	FALSE	cycle2.ch1	cycle2	H	11
OLLAS	H07	0	0	251	NA	0	0	FALSE	cycle2.ch1	cycle2	H	7
OLLAS	H08	0	0	40	NA	0	0	FALSE	cycle2.ch1	cycle2	H	8
V5	A10	5875	6668	6733	0.881073785242951	0.872567948908362	0.881073785242951	TRUE	cycle2.ch2	cycle2	A	10
V5	A07	6322	7368	7430	0.858034744842562	0.850874831763123	0.858034744842562	TRUE	cycle2.ch2	cycle2	A	7
V5	B07	289	0	6845	Inf	0.0422205989773557	0.0422205989773557	FALSE	cycle2.ch2	cycle2	B	7
V5	B10	234	0	10202	Inf	0.0229366790825328	0.0229366790825328	FALSE	cycle2.ch2	cycle2	B	10
V5	C10	82	124	126	0.661290322580645	0.650793650793651	0.661290322580645	TRUE	cycle2.ch2	cycle2	C	10
V5	C07	87	121	124	0.71900826446281	0.701612903225806	0.71900826446281	TRUE	cycle2.ch2	cycle2	C	7
V5	D07	2	0	6015	Inf	0.000332502078137988	0.000332502078137988	FALSE	cycle2.ch2	cycle2	D	7
V5	D10	5	0	6071	Inf	0.000823587547356284	0.000823587547356284	FALSE	cycle2.ch2	cycle2	D	10
V5	E07	2	0	6092	Inf	0.000328299409061064	0.000328299409061064	FALSE	cycle2.ch2	cycle2	E	7
V5	E10	4	0	7096	Inf	0.00056369785794814	0.00056369785794814	FALSE	cycle2.ch2	cycle2	E	10
V5	F07	1	0	8221	Inf	0.000121639703199124	0.000121639703199124	FALSE	cycle2.ch2	cycle2	F	7
V5	F10	6	0	8151	Inf	0.000736105999263894	0.000736105999263894	FALSE	cycle2.ch2	cycle2	F	10
V5	G07	143	224	225	0.638392857142857	0.635555555555556	0.638392857142857	TRUE	cycle2.ch2	cycle2	G	7
V5	A08	2	0	7644	Inf	0.000261643118785976	0.000261643118785976	FALSE	cycle2.ch2	cycle2	A	8
